ticker,name,legalname,sic,stockexchange,shortDescription,longDescription
ABC,AmerisourceBergen Corp,AMERISOURCEBERGEN CORP,5122,NYSE,AmerisourceBergen Corp   is a pharmaceutical sourcing and distribution services company   It serves as a healthcare  pharmaceutical and biotech manufacturers to improve patient access to products and enhance patient care   The company operates through two segments  Pharmaceutical Distribution and Other   The Pharmaceutical Distribution segment provides drug distribution and related services designed to reduce healthcare costs and improve patient outcomes through AmerisourceBergen Drug Corp   and AmerisourceBergen Specialty Group   The Other segment is comprised of AmerisourceBergen Consulting Services  World Courier Group  Inc   and MWI Veterinary Supply  Inc   AmerisourceBergen was founded on August 28  2001 and is headquartered in Chesterbrook  PA  ,AmerisourceBergen Corporation sources and distributes pharmaceutical products in the United States and internationally. Its Pharmaceutical Distribution segment distributes brand-name and generic pharmaceuticals  over-the-counter healthcare products  home healthcare supplies and equipment  outsourced compounded sterile preparations  and related services to various healthcare providers  including acute care hospitals and health systems  independent and chain retail pharmacies  mail order pharmacies  medical clinics  long-term care and other alternate site pharmacies  and other customers. It also provides pharmacy management  staffing  and other consulting services; supply management software to retail and institutional healthcare providers; and packaging solutions to various institutional and retail healthcare providers. In addition  this segment provides pharmaceutical distribution and other services primarily to physicians who specialize in various disease states  primarily oncology  as well as to other healthcare providers  including hospitals and dialysis clinics; distributes plasma and other blood products  injectable pharmaceuticals  vaccines  and other specialty products; and offers third party logistics and outcomes research  and other services for biotechnology and other pharmaceutical manufacturers. The company's Other segment provides commercialization support services  including reimbursement support programs  outcomes research  contract field staffing  patient assistance and co-pay assistance programs  adherence programs  risk mitigation services  and other market access programs to pharmaceutical and biotechnology manufacturers; specialty transportation and logistics services for the biopharmaceutical industry; and animal health care products. It markets its products and services through independent sales forces and marketing organizations. AmerisourceBergen Corporation was founded in 1985 and is headquartered in Chesterbrook  Pennsylvania.
VZ,Verizon Communications Inc,VERIZON COMMUNICATIONS INC,4813,NYSE,Verizon Communications  Inc   is a holding company  which engages in the provision of broadband and communication services   It operates through the following segments  Wireless and Wireline   The Wireless segment provides wireless communications services and products on a postpaid and prepaid basis which are provided to consumer  business  and government customers   The Wireless segment offers broadband video and data; corporate networking solutions; data center and cloud services; security and managed network services; and local & long distance voice services   The company was founded on June 30  2000 and is headquartered in New York  NY  ,Verizon Communications Inc.  through its subsidiaries  provides communications  information  and entertainment products and services to consumers  businesses  and governmental agencies worldwide. Its Wireless segment offers wireless voice and data services; Internet access on various smart and basic phones  notebook computers  and tablets; and multimedia access  business-focused  location-based  global data  home phone handsets  and high-speed Internet services  as well as network access and value added services to support wireless connections for the Internet of Things (IoT). This segment also provides IoT services that support devices used in fleet management and telematics  energy  agricultural technology  and smart community markets; and wireless devices  such as smartphones and basic phones  tablets  and other Internet access devices. As of February 11  2016  it had 114.2 million retail connections. The company's Wireline segment offers high-speed Internet  Fios Internet  and Fios video services; voice services  such as local exchange  regional and long distance calling  and voice messaging services  as well as Voice over Internet protocol services; network products and solutions comprising private Internet protocol (IP)  public Internet  Ethernet  and optical networking services; IT infrastructure services that include collocation and managed hosting services; cloud services  which comprise computing  storage  backup  recovery  and application platforms; and business communications services. This segment also provides data security  voice and data  cloud and IT  business communications  IoT  and mobility services; and data  voice  local dial tone  and broadband services primarily to local  long distance  wireless  and other carriers. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was founded in 1983 and is headquartered in New York City  New York.
CVX,Chevron Corp,CHEVRON CORP,2911,NYSE,Chevron Corp   engages in the business of integrated energy and chemical operations   It operates through the Upstream and Downstream segments   The Upstream segment consists primarily of exploring for  developing and producing crude oil and natural gas; processing  liquefaction  transportation  and regasification associated with liquefied natural gas; transporting crude oil by major international oil export pipelines; transporting  storage and marketing of natural gas; and a gas-to-liquids project   The Downstream segment consists primarily of refining crude oil into petroleum products; marketing of crude oil and refined products; transporting crude oil and refined products by pipeline  marine vessel  motor equipment and rail car; and manufacturing and marketing of commodity petrochemicals  plastics for industrial uses and fuel and lubricant additives   The company was founded in 1906 and is headquartered in San Ramon  CA  ,Chevron Corporation  through its subsidiaries  engages in integrated energy  chemicals  and petroleum operations worldwide. The company operates in two segments  Upstream and Downstream. The Upstream segment is involved in the exploration  development  and production of crude oil and natural gas; processing  liquefaction  transportation  and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation  storage  and marketing of natural gas  as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil and refined products; transporting crude oil and refined products through pipeline  marine vessel  motor equipment  and rail car; and manufacturing and marketing commodity petrochemicals  and fuel and lubricant additives  as well as plastics for industrial uses. It is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. Further  the company holds interests in power plants  as well as operates geothermal plants; and engages in the transportation of refined products primarily in the coastal waters of the United States. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon  California.
COST,Costco Wholesale Corp,COSTCO WHOLESALE CORP /NEW,5331,NasdaqGS,Costco Wholesale Corp   operates membership warehouses based on the concept that offering members low prices on a limited selection of nationally branded and select private-label products in a wide range of merchandise categories   It operates warehouses in the U  S    Canada  the United Kingdom  Japan and Australia and through majority-owned subsidiaries in Taiwan and Korea   The firm warehouses present exclusive product category selections to be found under a single roof  which include appliances  auto and tires  baby  kids and toys  clothing and handbags  computers and printers  electronics  food and gift baskets  funeral  furniture  gift cards  tickets & floral  hardware health & beauty  home & decor  jewelry & watches  office products  patio  outdoor & pets  sports & fitness  travel & luggage   It also provides ancillary and other services that include gas stations  pharmacy  food court  optical  one-hour photo  hearing aid and travel   The company was founded by James D   Sinegal and Jeffrey H   Brotman in 1983 and is headquartered in Issaquah  WA  ,Costco Wholesale Corporation  together with its subsidiaries  operates membership warehouses. It offers branded and private-label products in a range of merchandise categories. The company provides dry and packaged foods  and groceries; snack foods  candies  alcoholic and nonalcoholic beverages  and cleaning supplies; appliances  electronics  health and beauty aids  hardware  and garden and patio; meat  bakery  deli  and produces; and apparel and small appliances. It also operates gas stations  pharmacies  optical dispensing centers  food courts  and hearing-aid centers; and engages in the travel businesses. In addition  the company provides gold star individual and business membership services. As of August 28  2016  it operated 715 warehouses  including 501 warehouses in the United States  Washington  District of Columbia  and Puerto Rico; 91 in Canada; 36 in Mexico; 28 in the United Kingdom; 25 in Japan; 12 in Korea; 12 in Taiwan; 8 in Australia; and 2 in Spain. Further  the company sells its products through online. The company was formerly known as Costco Companies  Inc. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah  Washington.
FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,OTC,N/A,N/A
KR,Kroger Co,KROGER CO,5411,NYSE,The Kroger Co   engages in the operation of retail food and drug stores  multi-department stores  jewelry stores  and convenience stores   It also manufactures and processes some of the food for sale in its supermarkets   The Combination Food and Drug Stores are the primary food store format   The Multi Department stores are significantly larger in size than combo stores   In addition to the departments offered at a typical combo store  multi-department stores sell a wide selection of general merchandise items such as apparel  home fashion and furnishings  electronics  automotive products  toys and fine jewelry   The Marketplace Stores are smaller in size than multi-department stores   It offers full-service grocery and pharmacy departments as well as an expanded general merchandise area that includes outdoor living products  electronics  home goods and toys   The Price Impact Warehouse stores offer a 'no-frills  low cost' warehouse format and feature everyday low prices plus promotions for a wide selection of grocery and health and beauty care items   The company was founded by Barney Kroger in 1883 and is headquartered in Cincinnati  OH  ,The Kroger Co.  together with its subsidiaries  operates as a retailer in the United States. It also manufactures and processes food for sale in its supermarkets. The company operates retail food and drug stores  multi-department stores  jewelry stores  and convenience stores. Its combination food and drug stores offer natural food and organic sections  pharmacies  general merchandise  pet centers  fresh seafood  and organic produce; multi-department stores provide general merchandise items  such as apparel  home fashion and furnishings  outdoor living  electronics  automotive products  toys  and fine jewelry; and price impact warehouse stores offer grocery  and health and beauty care items  as well as meat  dairy  baked goods  and fresh produce items. The company's marketplace stores comprise full-service grocery  pharmacy  health and beauty departments  and perishable goods  as well as general merchandise  including apparel  home goods  and toys. It operates under the banner brands  such as Kroger  Ralphs  Fred Meyer  King Soopers  etc.  as well as Simple Truth and Simple Truth Organic brands. As of January 28  2017  the company operated 2 796 retail food stores  including 1 445 fuel centers; 784 convenience stores; and 319 fine jewelry stores and an online retail store  as well as franchised 69 convenience stores. The Kroger Co. was founded in 1883 and is headquartered in Cincinnati  Ohio.
AMZN,Amazon.com Inc,AMAZON COM INC,5961,NasdaqGS,Amazon  com  Inc   provides online retail shopping services   It provides services to four primary customer sets  consumers  sellers  enterprises  and content creators   The company also provides other marketing and promotional services  such as online advertising and co-branded credit card agreements   It serves consumers through its retail websites with a focus on selection  price  and convenience   It designs its websites to enable its products to be sold by the company and by third parties across dozens of product categories   The company also serves developers and enterprises of all sizes through Amazon Web Services  which provides access to technology infrastructure that enables virtually any type of business   The company operates through three segments  North America  International  and Amazon Web Services   The North America segment includes retail sales of consumer products and subscriptions through North America-focused websites such as www  amazon  com and www  amazon  ca     The International segment includes retail sales of consumer products and subscriptions through internationally-focused websites   The Amazon Web Services segment includes global sales of compute  storage  database  and other AWS service offerings for start-ups  enterprises  government agencies  and academic institutions   Amazon  com was founded by Jeffrey P   Bezos in July 1994 and is headquartered in Seattle  WA  ,Amazon.com  Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. It operates through the North America  International  and Amazon Web Services (AWS) segments. The company sells merchandise and content purchased for resale from vendors  as well as those offered by third-party sellers through retail Websites  such as amazon.com  amazon.ca  amazon.com.mx  amazon.com.au  amazon.com.br  amazon.cn  amazon.fr  amazon.de  amazon.in  amazon.it  amazon.co.jp  amazon.nl  amazon.es  and amazon.co.uk. It also manufactures and sells electronic devices  including kindle e-readers  fire tablets  fire TVs  and echo; and provides Kindle Direct Publishing  an online service that allows independent authors and publishers to make their books available in the Kindle Store. In addition  the company offers programs that enable sellers to sell their products on its Websites  as well as their own branded Websites; and programs that allow authors  musicians  filmmakers  app developers  and others to publish and sell content. Further  it provides compute  storage  database  and other AWS services  as well as fulfillment  publishing  digital content subscriptions  advertising  and co-branded credit card agreements services. Additionally  the company offers Amazon Prime  an annual membership program  which provides free shipping of various items; access to unlimited streaming of movies and TV episodes; and other services. It serves consumers  sellers  developers  enterprises  and content creators. The company was founded in 1994 and is headquartered in Seattle  Washington.
WAG,WALGREEN CO,WALGREEN CO,5912,,N/A,N/A
HPQ,HP Inc,HP INC,3570,NYSE,HP Inc   provides personal computing and other access devices  imaging and printing products  and related technologies  solutions and services to individual consumers  small and medium-sized businesses and large enterprises  including customers in the government  health and education sectors   It operates through following business segments  Personal Systems  Printing  and Corporate Investments   The Personal Systems segment offers Commercial personal computers  Consumer PCs  Workstations  thin clients  Commercial tablets and mobility devices  retail point-of-sale systems  displays and other related accessories  support  and services for the commercial and consumer markets   The Printing segment provides consumer and commercial printer hardware  supplies  media  solutions and services  as well as scanning devices   The Corporate Investments segment includes HP Labs and certain business incubation projects   The company was founded by William R   Hewlett and David Packard in January 1939 and is headquartered in Palo Alto  CA  ,HP Inc. provides products  technologies  software  solutions  and services to individual consumers  small- and medium-sized businesses  and large enterprises  including customers in the government  health  and education sectors worldwide. It operates through Personal Systems and Printing segments. The Personal Systems segment offers commercial personal computers (PCs)  consumer PCs  workstations  thin clients  commercial tablets and mobility devices  retail point-of-sale systems  displays and other related accessories  software  support  and services for the commercial and consumer markets. The Printing segment provides consumer and commercial printer hardware  supplies  media  solutions  and services  as well as scanning devices; and laserJet and enterprise  inkjet and printing  graphics  and 3D printing solutions. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto  California.
CAH,Cardinal Health Inc,CARDINAL HEALTH INC,5122,NYSE,Cardinal Health  Inc   is a healthcare services company providing pharmaceutical and medical products   It operates through the Pharmaceutical and Medical segments   The Pharmaceutical segment distributes branded and generic pharmaceutical  specialty pharmaceutical  over-the-counter healthcare and consumer products in the United States  and operates nuclear pharmacies and cyclotron facilities  provides pharmacy management services to hospitals as well as medication therapy management and patient outcomes services to hospitals  other healthcare providers and payers  provides services to healthcare companies supporting the development  marketing  and distribution of specialty pharmaceutical products  and repackages generic pharmaceuticals and over-the-counter healthcare products   The Medical segment distributes a broad range of medical  surgical and laboratory products and provides services to hospitals  ambulatory surgery centers  clinical laboratories and other healthcare providers in the United States  Canada and China; as well as manufactures  sources and develops own Cardinal Health brand medical and surgical products  which are sold in the United States  Canada  Europe and other regions internationally  and provides post-acute care management and transition services and software to hospitals  other healthcare providers and payers   The company was founded by Robert D   Walter in 1971 and is headquartered in Dublin  OH  ,Cardinal Health  Inc. operates as a healthcare services and products company worldwide. The company's Pharmaceutical segment distributes branded and generic pharmaceutical  over-the-counter healthcare  specialty pharmaceutical  and consumer products to retailers  hospitals  and other healthcare providers. It offers distribution  inventory management  data reporting  new product launch support  and contract pricing and chargeback administration services to pharmaceutical manufacturers; pharmacy and medication therapy management  and patient outcomes services to hospitals  other healthcare providers  and payers; consulting  patient support  and other services to pharmaceutical manufacturers and healthcare providers. This segment also operates nuclear pharmacies and cyclotron facilities that manufacture  prepare  and deliver radiopharmaceuticals  as well as operates direct-to-patient specialty pharmacies; offers logistics  marketing  and other services; and repackages generic pharmaceuticals and over-the-counter healthcare products. The company's Medical segment distributes a range of medical  surgical  and laboratory products and services to hospitals  ambulatory surgery centers  clinical laboratories  and other healthcare providers  as well as to patients in the home. This segment also develops  manufactures  and sources medical and surgical products comprising surgical drapes  and gowns and apparel; exam and surgical gloves; fluid suction and collection systems; cardiovascular and endovascular products; and wound care and orthopedic products  as well as assembles and offers sterile and non-sterile procedure kits. In addition  it offers supply chain services  including spend  distribution  and inventory management services to healthcare providers; and post-acute care management  and transition services and software to hospitals  other healthcare providers  and payers. The company was founded in 1979 and is headquartered in Dublin  Ohio.
